relationship_id	type	start_id	end_id	properties	file_name
10028	produce	3	245	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": ""7 days"", ""medium"": ""wheat bran"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.biortech.2014.06.082.yml
10029	produce	4505	189	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": ""7 days"", ""medium"": ""wheat bran"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.biortech.2014.06.082.yml
10030	produce	4506	189	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": ""7 days"", ""medium"": ""wheat bran"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.biortech.2014.06.082.yml
10031	produce	16	189	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": ""7 days"", ""medium"": ""wheat bran"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.biortech.2014.06.082.yml
10032	catalysis	189	176	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": ""high"", ""substrate"": null}"	10.1016%2fj.biortech.2014.06.082.yml
10033	catalysis	245	1877	"{""ph"": ""optimal"", ""temperature"": ""optimal"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.biortech.2014.06.082.yml
10034	produce	811	937	"{""temperature"": null, ""ph"": null, ""substrate"": ""CO2"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.biortech.2017.03.132.yml
10035	produce	4507	937	"{""temperature"": null, ""ph"": null, ""substrate"": ""CO2"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1016%2fj.biortech.2017.03.132.yml
10036	catalysis	937	696	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1016%2fj.biortech.2017.03.132.yml
10037	produce	62	4508	"{""temperature"": ""30°C"", ""ph"": ""6.8"", ""substrate"": ""NADH"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	morales-garcia-2021-coupling_uncoupling_revers.yml
10038	catalysis	4508	377	"{""ph"": ""6.8"", ""temperature"": ""30°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	morales-garcia-2021-coupling_uncoupling_revers.yml
10039	produce	62	955	"{""temperature"": ""35°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1007%2fs00253-015-7179-8.yml
10040	produce	62	174	"{""temperature"": ""35°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1007%2fs00253-015-7179-8.yml
10041	produce	62	2831	"{""temperature"": ""35°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1007%2fs00253-015-7179-8.yml
10042	produce	62	172	"{""temperature"": ""35°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1007%2fs00253-015-7179-8.yml
10043	catalysis	955	99	"{""ph"": null, ""temperature"": ""35°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1007%2fs00253-015-7179-8.yml
10044	catalysis	174	4	"{""ph"": null, ""temperature"": ""35°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1007%2fs00253-015-7179-8.yml
10045	catalysis	2831	768	"{""ph"": null, ""temperature"": ""35°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1007%2fs00253-015-7179-8.yml
10046	catalysis	172	768	"{""ph"": null, ""temperature"": ""35°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	10.1007%2fs00253-015-7179-8.yml
10047	produce	159	179	"{""temperature"": ""32-34°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""glucose, (NH4)2SO4, KH2PO4, ZnSO4•7H2O, MgSO4•7H2O, CaCO3"", ""moisture"": null, ""carbon_source"": ""glucose"", ""nitrogen_source"": ""(NH4)2SO4"", ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	wu-2011-production_of_l-lactic_acid_by_rhizopu.yml
10048	catalysis	179	3584	"{""ph"": null, ""temperature"": ""32-34°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	wu-2011-production_of_l-lactic_acid_by_rhizopu.yml
10049	catalysis	2197	4297	"{""ph"": ""4.0"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	hosseini-2023-assessing_the_potential_biologic.yml
10050	produce	4509	4510	"{""temperature"": ""30°C"", ""ph"": ""6.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	jiang-2008-effects_of_ph_and_temperature_on_re.yml
10051	produce	4509	4510	"{""temperature"": null, ""ph"": ""4.5"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""decrease"", ""quantitative_value"": null}"	jiang-2008-effects_of_ph_and_temperature_on_re.yml
10052	catalysis	4510	1784	"{""ph"": ""6.0"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""stable"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	jiang-2008-effects_of_ph_and_temperature_on_re.yml
10053	catalysis	4510	1784	"{""ph"": ""4.5"", ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""inhibit"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	jiang-2008-effects_of_ph_and_temperature_on_re.yml
10054	produce	22	4511	"{""temperature"": ""25°C"", ""ph"": ""7.5"", ""substrate"": ""toluene, NADH"", ""incubation_period"": null, ""medium"": ""fermentation culture medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	10.1006%2fprep.2000.1281.yml
10055	produce	3174	278	"{""temperature"": null, ""ph"": null, ""substrate"": ""lactose"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	van_den_bogaard-2000-control_of_lactose_transp.yml
10056	produce	3174	179	"{""temperature"": null, ""ph"": null, ""substrate"": ""lactose"", ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	van_den_bogaard-2000-control_of_lactose_transp.yml
10057	catalysis	278	25	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	van_den_bogaard-2000-control_of_lactose_transp.yml
10058	catalysis	179	25	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	van_den_bogaard-2000-control_of_lactose_transp.yml
10059	produce	22	4512	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""minimal medium with glycerol"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	sangiliyandi-2000-a_simple_method_for_the_puri.yml
10060	produce	22	4512	"{""temperature"": null, ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": ""LB medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	sangiliyandi-2000-a_simple_method_for_the_puri.yml
10061	catalysis	4512	198	"{""ph"": ""5.0"", ""temperature"": ""36°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	sangiliyandi-2000-a_simple_method_for_the_puri.yml
10062	catalysis	4512	786	"{""ph"": ""5.0"", ""temperature"": ""36°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""stable"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	sangiliyandi-2000-a_simple_method_for_the_puri.yml
10063	produce	4513	4514	"{""temperature"": null, ""ph"": null, ""substrate"": ""flavonoids"", ""incubation_period"": null, ""medium"": ""liquid PDS medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	zhou-2021-deep_sequencing_of_the__i_sanghuangp.yml
10064	produce	4513	4514	"{""temperature"": null, ""ph"": null, ""substrate"": ""triterpenoids"", ""incubation_period"": null, ""medium"": ""liquid PDS medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	zhou-2021-deep_sequencing_of_the__i_sanghuangp.yml
10065	produce	4513	4514	"{""temperature"": null, ""ph"": null, ""substrate"": ""polysaccharides"", ""incubation_period"": null, ""medium"": ""liquid PDS medium"", ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""increase"", ""quantitative_value"": null}"	zhou-2021-deep_sequencing_of_the__i_sanghuangp.yml
10066	catalysis	4514	4515	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	zhou-2021-deep_sequencing_of_the__i_sanghuangp.yml
10067	catalysis	4514	3560	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	zhou-2021-deep_sequencing_of_the__i_sanghuangp.yml
10068	catalysis	4514	867	"{""ph"": null, ""temperature"": null, ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	zhou-2021-deep_sequencing_of_the__i_sanghuangp.yml
10069	produce	4516	174	"{""temperature"": ""60°C"", ""ph"": ""4.0"", ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	trollope-2018-the_heterologous_expression_pote.yml
10070	produce	938	174	"{""temperature"": ""60°C"", ""ph"": null, ""substrate"": null, ""incubation_period"": null, ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": null}"	trollope-2018-the_heterologous_expression_pote.yml
10071	catalysis	174	199	"{""ph"": ""4.0"", ""temperature"": ""60°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	trollope-2018-the_heterologous_expression_pote.yml
10072	catalysis	174	1680	"{""ph"": ""4.0"", ""temperature"": ""60°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""maximum"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	trollope-2018-the_heterologous_expression_pote.yml
10073	produce	144	142	"{""temperature"": ""39.72°C"", ""ph"": ""5.52"", ""substrate"": null, ""incubation_period"": ""91.82 hours"", ""medium"": null, ""moisture"": null, ""carbon_source"": null, ""nitrogen_source"": null, ""aeration"": null, ""agitation"": null, ""volume"": null, ""effect"": ""optimum"", ""quantitative_value"": ""2.17% (tannin content)""}"	kumar-2016-improved_production_of_tannase_by__.yml
10074	catalysis	142	146	"{""ph"": ""5.52"", ""temperature"": ""39.72°C"", ""ions"": null, ""surfactants"": null, ""chemicals"": null, ""effect"": ""enhance"", ""quantitative_value"": null, ""substrate_concentration"": null, ""substrate"": null}"	kumar-2016-improved_production_of_tannase_by__.yml
